Data Table for Total Cases - Oklahoma
Date generated: Mon Sep 27 2021 02:37:09 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Oklahoma,Feb 20 2020,5
Oklahoma,Feb 19 2020,4
Oklahoma,Feb 18 2020,3
Oklahoma,Feb 17 2020,3
Oklahoma,Feb 16 2020,1
Oklahoma,Feb 15 2020,1
Oklahoma,Feb 14 2020,1
Oklahoma,Feb 13 2020,1
Oklahoma,Feb 12 2020,1
Oklahoma,Feb 11 2020,1
Oklahoma,Feb 10 2020,1
Oklahoma,Feb  9 2020,1
Oklahoma,Feb  8 2020,1
Oklahoma,Feb  7 2020,1
Oklahoma,Feb  6 2020,0
Oklahoma,Feb  5 2020,0
Oklahoma,Feb  4 2020,0
Oklahoma,Feb  3 2020,0
Oklahoma,Feb  2 2020,0
Oklahoma,Feb  1 2020,0
Oklahoma,Jan 31 2020,0
Oklahoma,Jan 30 2020,0
Oklahoma,Jan 29 2020,0
Oklahoma,Jan 28 2020,0
Oklahoma,Jan 27 2020,0
Oklahoma,Jan 26 2020,0
Oklahoma,Jan 25 2020,0
Oklahoma,Jan 24 2020,0
Oklahoma,Jan 23 2020,0
